id,start_time,end_time,title,tags,people,venues,description
13427,"Thu, 24 Mar 2016 08:00:00 -0400","Thu, 24 Mar 2016 09:00:00 -0400",Ch-ch-ch-changeling - The Many Faces of Bowie," Does Not Need Moderator,  Does Not Need More Panellists/Presenters,  ExportMe,  Multimedia,  presentation, Loud",Tom Eitelhuber,South Ballroom (Large Panel Room),"David Bowie died earlier this year. During his life Bowie was relentlessly creative, working in music, film and other media in a career spanning almost 50 years. Invented characters like Ziggy Stardust have played a fascinating role in Bowie's output, as he told their stories through concept albums and portrayed them in music videos. Take a brief chronological tour through Bowie's musical career, with a focus on some of the wonderful masks that were worn by this ever-changing artist."
13428,"Sat, 26 Mar 2016 08:15:00 -0400","Sat, 26 Mar 2016 09:15:00 -0400",YouTube Channel Suggests - Entertainment," Art,  Does Not Need Moderator,  Does Not Need More Panellists/Presenters,  Loud,  presentation, ExportMe",Andy Hahn,South Ballroom (Large Panel Room),"Name the one thing we all know that YouTube is used for, that right, cat videos but there is so much more out there when it comes to entertainment on the platform. Come along and find out about some of the channels that can supply you with endless hours entertainment."
13429,"Sun, 27 Mar 2016 05:00:00 -0400","Sun, 27 Mar 2016 06:00:00 -0400",YouTube Channel Suggests - Educational," Does Not Need Moderator,  Does Not Need More Panellists/Presenters,  Loud,  presentation,  Science and Tech, ExportMe",Andy Hahn,North Ballroom (Large Panel Room),"One of the more recent educational tools to have entered our lives is YouTube; there are literally hundreds of channels that are dedicated to teaching us about nearly every single thing out there. With so many, which can you trust, which are entertaining and which teach us the all things that we want to know. Come along to find out a bunch of channels that I think might serve you well."
13430,"Thu, 24 Mar 2016 07:00:00 -0400","Thu, 24 Mar 2016 08:00:00 -0400",Z-Z-Z-Zenith," Comics,  Needs Moderator,  panel, ExportMe","Kitty Byrne, Dave Cake, John Parker",North Ballroom (Large Panel Room),"Or Grant Morrison's most insane superhero story (And that's saying something!)
In 1987 no-one expected 2000ad's first serious superhero to come out of the gates quite like it did. A rock star lead hero (Literally signed up by Stock Aitken and Waterman) fighting Cthuloid Ubermench leftovers from perverse Nazi Science, Evil versions of Richard Branson and horrors from beyond the stars (Or are they?)  aided by people like a super powered Tory MP and an Aceeed fuelled Robot riding a technicoloured Dinosaur!"
13431,"Sun, 27 Mar 2016 23:00:00 -0400","Mon, 28 Mar 2016 00:00:00 -0400",Dr Watson  as a Woman," Needs Moderator,  panel,  TV/Movies, ExportMe","Kitty Byrne, Damian Magee",South Ballroom (Large Panel Room),"At Last  a woman portrayed the great Doctor Watson, why did take so long, has producers of Elementary  achieved their aim? This panel take look at history why took long for audience  acceptance of a woman, quickly examine first actress to Watson until now, from Joanne Woodward to Lucy Liu."
13432,"Sun, 27 Mar 2016 00:00:00 -0400","Sun, 27 Mar 2016 01:00:00 -0400",NonViolent Video Games," ExportMe,  Needs Moderator,  panel,  Video Games, Does Not Need More Panellists/Presenters","Sophie Ambrose, Kitty Byrne, Danica Zuks",Hamersley North (Small Panel Room),"Violence in video games can be great, but it can also feel inescapable. What are some ways video games can remain entertaining without relying on violence at all, or at least not as much? And what are our favourite examples of games which have eschewed or explored violence in cool and interesting ways?"
13434,"Sat, 26 Mar 2016 02:00:00 -0400","Sat, 26 Mar 2016 03:00:00 -0400",How Should Comics Be Written for Women," Comics,  Does Not Need More Panellists/Presenters,  Needs Moderator,  panel, ExportMe","Kitty Byrne, Lily Eivers, Candice Schilder, Danica Zuks",South Ballroom (Large Panel Room),"And about time too: Making comics for women. It seems silly that comics haven't tried harder to capture the female market, considering that they make up 50% of the population of the planet. Marvel's definitely trying to up their game, with a renewed focus on female superheroes like Captain Marvel, Ms Marvel, Thor and Silk - but is that just falling into the same trap as before, assuming that readers only want to read about characters of their own gender. This panel will discuss other ways that the comic industry could diversify in order to cater to the ignored part of their audience - and probably wind up appealing to more people as a whole."
13435,"Sat, 26 Mar 2016 22:00:00 -0400","Sat, 26 Mar 2016 23:00:00 -0400",Designing Mechanics and Fluff," Gaming,  Needs Moderator,  panel, ExportMe","Michael O'Brien, Damon Ross, Anthony Sweet",Hamersley North (Small Panel Room),"Should your write the fluff and design the mechanics after?
Or the reverse? Must both be done at the same time?
A look at this question in the context of RPGs and Boardgames."
13436,"Sun, 27 Mar 2016 23:00:00 -0400","Mon, 28 Mar 2016 00:00:00 -0400",1984 was a Warning Not a Manual," Does Not Need Moderator,  panel,  Science and Tech, ExportMe","PRK , Dave Cake, Christopher Courtis",North Ballroom (Large Panel Room),Talking about current legislation and practices.
13438,"Mon, 28 Mar 2016 02:00:00 -0400","Mon, 28 Mar 2016 03:00:00 -0400",Infection Works both Ways," Fandom/Conrunning,  Needs Moderator,  panel, ExportMe","Sally Beasley, Gina Goddard, Anna Hepworth, Fe Waters",Hamersley North (Small Panel Room),"Fandoms' I discovered through my children. Books, TV, Movies, Games."
13439,"Thu, 24 Mar 2016 09:00:00 -0400","Thu, 24 Mar 2016 10:00:00 -0400",Attracting and Keeping New Members," discussion,  Does Not Need More Panellists/Presenters,  ExportMe,  Fandom/Conrunning,  Needs Moderator, Round table",Doug Burbidge,Hamersley South (Discussion Room),"How can we get people who's never come to swancon to come to swancon?
Swancon's not exactly low on numbers, but more is always better.
How can we get them, and make them stay even when they are not getting first timer perks.
Lets brainstorm.
Moderator: Doug Burbidge"
13440,"Fri, 25 Mar 2016 08:30:00 -0400","Fri, 25 Mar 2016 09:30:00 -0400",Youtube Party," Does Not Need Moderator,  Does Not Need More Panellists/Presenters,  ExportMe,  presentation,  TV/Movies, Loud",Andy Hahn,South Ballroom (Large Panel Room),"Come to the room, watch the videos, suggest the next video to watch.
No videos longer than 5 minutes please"
13441,"Fri, 25 Mar 2016 02:00:00 -0400","Fri, 25 Mar 2016 03:00:00 -0400",Writing Campaigns vs Writing Stories," ExportMe,  Gaming,  Needs Moderator,  panel, Does Not Need More Panellists/Presenters","Stephen Dedman, Leonard Goulds, Ian Nichols, Daniel Ryba",Hamersley North (Small Panel Room),"What skills carry over? What new skills are required?
Does being  good (or bad) at one make you good (or bad) at the other?

Moderator: Ian Nichols"
13443,"Fri, 25 Mar 2016 08:30:00 -0400","Fri, 25 Mar 2016 09:30:00 -0400",Female RPG Gaming," Does Not Need Moderator,  Does Not Need More Panellists/Presenters,  Gaming,  panel, ExportMe","Laura Hodge, Sarah Lewis, Tash Maitland, Danica Zuks",Hamersley North (Small Panel Room),"Description (and title) pending
Moderator: Danica Zuks"
